movieId,director,actors
310,Fred Gerber,Leslie Nielsen;Christopher Lloyd;Matt McCoy;Sherry Miller;Amos Crawley
312,Harold Ramis,Al Franken;Laura San Giacomo;Vincent D'Onofrio;Shirley Knight;Harris Yulin
313,Richard Rich,Jack Palance;Howard McGillin;Michelle Nicastro;Liz Callaway;John Cleese
314,John Sayles,Jeni Courtney;Eileen Colgan;Mick Lally;John Lynch;Pat Slowey
315,Luis Llosa,Sylvester Stallone;Sharon Stone;James Woods;Rod Steiger;Eric Roberts
316,Roland Emmerich,James Spader;Kurt Russell;Jaye Davidson;Viveca Lindfors;Alexis Cruz
317,John Pasquin,Tim Allen;Judge Reinhold;Wendy Crewson;Eric Lloyd;David Krumholtz
318,Frank Darabont,Morgan Freeman;Tim Robbins;Bob Gunton;William Sadler;Clancy Brown
319,Danny Boyle,Kerry Fox;Christopher Eccleston;Ewan McGregor;Ken Stott;Keith Allen
320,David Siegel,Dennis Haysbert;Mel Harris;Sab Shimono;Dina Merrill;Michael Harris
321,Tomás Gutiérrez Alea,Jorge Perugorría;Vladimir Cruz;Mirta Ibarra;Francisco Gattorno;Joel Angelino
324,Kevin Dowling,Jack Thompson;Russell Crowe;John Polson;Deborah Kennedy;Joss Moroney
325,Kelly Makin,Matt Frewer;Valerie Mahaffey;Lawrence Dane;Tommy Chong;Jeremy Renner
326,Zhang Yimou,Ge You;Gong Li;Niu Ben;Guo Tao;Jiang Wu
327,Rachel Talalay,Lori Petty;Naomi Watts;Malcolm McDowell;Ice-T;Jeff Kober
328,Ernest R. Dickerson,Billy Zane;William Sadler;Jada Pinkett Smith;CCH Pounder;Brenda Bakke
329,David Carson,Patrick Stewart;Jonathan Frakes;Brent Spiner;LeVar Burton;Michael Dorn
330,Rusty Cundieff,Clarence Williams III;Joe Torry;De'Aundre Bonds;Samuel Monroe Jr.;Wings Hauser
331,Brian Gilbert,Willem Dafoe;Miranda Richardson;Rosemary Harris;Tim Dutton;Nickolas Grace
332,John Carpenter,Christopher Reeve;Kirstie Alley;Linda Kozlowski;Michael Paré;Meredith Salenger
333,Peter Segal,Chris Farley;David Spade;Brian Dennehy;Bo Derek;Dan Aykroyd
334,Louis Malle,Wallace Shawn;Julianne Moore;Larry Pine;Brooke Smith;George Gaynes
335,Steven Soderbergh,Peter Gallagher;Alison Elliott;William Fichtner;Adam Trese;Joe Don Baker
336,Preston A. Whitmore II,Allen Payne;Eddie Griffin;Joe Morton;Vonte Sweet;Roger Floyd
337,Lasse Hallström,Johnny Depp;Juliette Lewis;Leonardo DiCaprio;Mary Steenburgen;Darlene Cates
338,Brett Leonard,Denzel Washington;Russell Crowe;Kelly Lynch;Alanna Ubach;William Forsythe
339,Jon Turteltaub,Sandra Bullock;Bill Pullman;Peter Gallagher;Peter Boyle;Jack Warden
340,Jon Avnet,Elijah Wood;Kevin Costner;Mare Winningham;Lexi Randall;LaToya Chisholm
341,Mina Shum,Sandra Oh;Stephen Chang;Alannah Ong;Donald Fong;Frances You
342,P.J. Hogan,Toni Collette;Bill Hunter;Rachel Griffiths;Sophie Lee;Jeanie Drynan
343,Melanie Mayron,Schuyler Fisk;Bre Blair;Rachael Leigh Cook;Larisa Oleynik;Tricia Joe
344,Tom Shadyac,Jim Carrey;Courteney Cox;Sean Young;Tone Loc;Dan Marino
345,Stephan Elliott,Hugo Weaving;Guy Pearce;Terence Stamp;Bill Hunter;Sarah Chadwick
347,Roman Polanski,Peter Coyote;Emmanuelle Seigner;Hugh Grant;Kristin Scott Thomas;Victor Banerjee
348,Woody Allen,John Cusack;Chazz Palminteri;Dianne Wiest;Jennifer Tilly;Mary-Louise Parker
349,Phillip Noyce,Harrison Ford;Willem Dafoe;Joaquim de Almeida;Henry Czerny;Harris Yulin
350,Joel Schumacher,Brad Renfro;Susan Sarandon;Tommy Lee Jones;Mary-Louise Parker;Anthony LaPaglia
351,Jessie Nelson,Whoopi Goldberg;Ray Liotta;Tina Majorino;Joan Cusack;Larry Miller
352,Spike Lee,Alfre Woodard;Delroy Lindo;David Patrick Kelly;Zelda Harris;Carlton Williams
353,Alex Proyas,Brandon Lee;Rochelle Davis;Ernie Hudson;Michael Wincott;Bai Ling
354,Ron Shelton,Tommy Lee Jones;Robert Wuhl;Lolita Davidovich;Ned Bellamy;Scott Burkholder
355,Brian Levant,John Goodman;Elizabeth Perkins;Rick Moranis;Rosie O'Donnell;Kyle MacLachlan
356,Robert Zemeckis,Tom Hanks;Robin Wright;Gary Sinise;Sally Field;Mykelti Williamson
357,Mike Newell,Hugh Grant;Andie MacDowell;Kristin Scott Thomas;Simon Callow;James Fleet
358,John Singleton,Omar Epps;Kristy Swanson;Michael Rapaport;Jennifer Connelly;Ice Cube
359,Darnell Martin,Luna Lauren Velez;Jon Seda;Tomas Melly;Desiree Casado;Isaiah Garcia
360,Charles Shyer,Nick Nolte;Julia Roberts;Saul Rubinek;James Rebhorn;Robert Loggia
361,Andrew Bergman,Nicolas Cage;Bridget Fonda;Rosie Perez;Wendell Pierce;Isaac Hayes
362,Wolfgang Reitherman,Bruce Reitherman;Phil Harris;Sebastian Cabot;George Sanders;Sterling Holloway
363,Ray Müller,Leni Riefenstahl;Walter Frentz;Horst Kettner;Ray Müller;Luis Trenker
364,Roger Allers,Matthew Broderick;Moira Kelly;Nathan Lane;Ernie Sabella;James Earl Jones
365,Bernardo Bertolucci,Keanu Reeves;Bridget Fonda;Chris Isaak;Ruocheng Ying;Alex Wiesendanger
367,Chuck Russell,Jim Carrey;Peter Riegert;Peter Greene;Amy Yasbeck;Richard Jeni
368,Richard Donner,Mel Gibson;Jodie Foster;James Garner;Graham Greene;Alfred Molina
369,Alan Rudolph,Jennifer Jason Leigh;Campbell Scott;Matthew Broderick;Peter Gallagher;Jennifer Beals
370,Peter Segal,Leslie Nielsen;Priscilla Presley;George Kennedy;O. J. Simpson;Fred Ward
371,Ron Howard,Michael Keaton;Robert Duvall;Glenn Close;Marisa Tomei;Randy Quaid
372,Ben Stiller,Winona Ryder;Ethan Hawke;Janeane Garofalo;Steve Zahn;Ben Stiller
374,Donald Petrie,Macaulay Culkin;John Larroquette;Edward Herrmann;Christine Ebersole;Jonathan Hyde
376,Curtis Hanson,Meryl Streep;David Strathairn;Kevin Bacon;John C. Reilly;Joseph Mazzello
377,Jan de Bont,Keanu Reeves;Dennis Hopper;Sandra Bullock;Joe Morton;Jeff Daniels
378,Ron Underwood,Michael Keaton;Geena Davis;Bonnie Bedelia;Christopher Reeve;Ernie Hudson
379,Peter Hyams,Jean-Claude Van Damme;Mia Sara;Ron Silver;Bruce McGill;Gloria Reuben
380,James Cameron,Arnold Schwarzenegger;Jamie Lee Curtis;Tom Arnold;Bill Paxton;Tia Carrere
381,Luis Mandoki,Andy García;Meg Ryan;Tina Majorino;Philip Seymour Hoffman;Lauren Tom
382,Mike Nichols,Jack Nicholson;Michelle Pfeiffer;James Spader;Kate Nelligan;Richard Jenkins
383,Lawrence Kasdan,Kevin Costner;Dennis Quaid;Gene Hackman;David Andrews;Linden Ashby
384,Damian Harris,Laurence Fishburne;Ellen Barkin;Frank Langella;Michael Beach;David Ogden Stiers
385,Suri Krishnamma,Albert Finney;Brenda Fricker;Michael Gambon;Tara Fitzgerald;Rufus Sewell
386,Jefery Levy,Stephen Dorff;Reese Witherspoon;Jake Busey;Joey Lauren Adams;Pamela Gidley
387,Keenen Ivory Wayans,Keenen Ivory Wayans;Charles S. Dutton;Jada Pinkett Smith;Salli Richardson-Whitfield;Andrew Divoff
389,Yves Angelo,Gérard Depardieu;Fanny Ardant;Fabrice Luchini;André Dussollier;Eric Elmosnino
390,Russ Meyer,Tura Satana;Haji;Lori Williams;Sue Bernard;Stuart Lancaster
391,Doug McHenry,Allen Payne;Jada Pinkett Smith;Bokeem Woodbine;Eddie Griffin;Suzzanne Douglas
393,Gisaburō Sugii,Koujiro Shimizu;Kenji Haga;Miki Fujitani;Masane Tsukayama;Takeshi Kusaka
407,John Carpenter,Sam Neill;Julie Carmen;Jürgen Prochnow;David Warner;John Glover
408,John G. Avildsen,Luke Perry;Stephen Baldwin;Red Mitchell;Cynthia Geary;James Rebhorn
409,Jeff Pollack,Duane Martin;Tupac Shakur;Bernie Mac;Marlon Wayans;Leon
410,Barry Sonnenfeld,Anjelica Huston;Raúl Juliá;Christopher Lloyd;Joan Cusack;Christina Ricci
412,Laura Davis,Martin Scorsese;Daniel Day-Lewis;Michael Ballhaus;Nicholas Pileggi;Dante Ferretti
413,Michael Lehmann,Brendan Fraser;Steve Buscemi;Adam Sandler;Joe Mantegna;Chris Farley
414,Paul Michael Glaser,Kevin Bacon;Charles Gitonga Maina;Yolanda Vazquez;Mabutho 'Kid' Sithole;Sean McCann
415,John Badham,Richard Dreyfuss;Emilio Estevez;Rosie O'Donnell;Dennis Farina;Miguel Ferrer
416,Jonathan Kaplan,Madeleine Stowe;Mary Stuart Masterson;Andie MacDowell;Drew Barrymore;James Russo
417,Whit Stillman,Taylor Nichols;Chris Eigeman;Tushka Bergen;Mira Sorvino;Pep Munné
419,Penelope Spheeris,Jim Varney;Diedrich Bader;Erika Eleniak;Cloris Leachman;Lily Tomlin
420,John Landis,Eddie Murphy;Judge Reinhold;Héctor Elizondo;Timothy Carhart;John Saxon
421,Caroline Thompson,Alan Cumming;Docs Keepin Time;Sean Bean;David Thewlis;Jim Carter
422,Michael Apted,Madeleine Stowe;Aidan Quinn;James Remar;Bruce A. Young;Peter Friedman
423,Stephen Hopkins,Jeff Bridges;Tommy Lee Jones;Suzy Amis;Lloyd Bridges;Forest Whitaker
424,William Friedkin,Nick Nolte;Shaquille O'Neal;Mary McDonnell;Ed O'Neill;J. T. Walsh
425,Tony Richardson,Jessica Lange;Tommy Lee Jones;Powers Boothe;Carrie Snodgress;Amy Locane
426,Abel Ferrara,Terry Kinney;Meg Tilly;Gabrielle Anwar;Reilly Murphy;Billy Wirth
427,Jennifer Lynch,Julian Sands;Sherilyn Fenn;Bill Paxton;Art Garfunkel;Betsy Clark
428,Robert De Niro,Robert De Niro;Chazz Palminteri;Lillo Brancato;Francis Capra;Taral Hicks
429,Adam Resnick,Chris Elliott;Ritch Brinkley;James Gammon;Brian Doyle-Murray;Brion James
430,John Whitesell,Gabriel Olds;Jason Priestley;Jerry O'Connell;Joe Pantoliano;Steve Railsback
431,Brian De Palma,Al Pacino;Sean Penn;Penelope Ann Miller;John Leguizamo;Ingrid Rogers
432,Paul Weiland,Billy Crystal;Daniel Stern;Jon Lovitz;Jack Palance;Patricia Wettig
433,Mick Jackson,Dana Carvey;Valeria Golino;James Earl Jones;Kevin Pollak;Michael Gambon
434,Renny Harlin,Sylvester Stallone;John Lithgow;Michael Rooker;Janine Turner;Rex Linn
435,Steve Barron,Dan Aykroyd;Jane Curtin;Michael McKean;Laraine Newman;Jason Alexander
436,Richard Rush,Bruce Willis;Jane March;Rubén Blades;Lesley Ann Warren;Scott Bakula
437,Michael Ritchie,Chevy Chase;Jack Palance;Dianne Wiest;Robert Davi;David Barry Gray
438,Gregg Champion,Woody Harrelson;Kiefer Sutherland;Dylan McDermott;Ernie Hudson;Marg Helgenberger
440,Ivan Reitman,Kevin Kline;Sigourney Weaver;Frank Langella;Kevin Dunn;Ving Rhames
441,Richard Linklater,Jason London;Matthew McConaughey;Joey Lauren Adams;Rory Cochrane;Wiley Wiggins
442,Marco Brambilla,Sylvester Stallone;Wesley Snipes;Sandra Bullock;Nigel Hawthorne;Benjamin Bratt
444,Gus Van Sant,Uma Thurman;Lorraine Bracco;Pat Morita;Angie Dickinson;Keanu Reeves
445,Carl Reiner,Armand Assante;Sherilyn Fenn;Kate Nelligan;Sean Young;Christopher McDonald
446,Chen Kaige,Leslie Cheung;Zhang Fengyi;Gong Li;Lü Qi;Ying Da
448,Peter Weir,Jeff Bridges;Isabella Rossellini;Rosie Perez;Tom Hulce;John Turturro
449,Rusty Cundieff,Larry B. Scott;Mark Christopher Lawrence;Rusty Cundieff;Kasi Lemmons;G. Smokey Campbell
450,Alek Keshishian,Joe Pesci;Brendan Fraser;Moira Kelly;Patrick Dempsey;Josh Hamilton
451,Steve Kloves,Meg Ryan;Dennis Quaid;James Caan;Gwyneth Paltrow;Julia McNeal
452,John Irvin,Mia Farrow;Joan Plowright;Natasha Richardson;Adrian Dunbar;Jim Broadbent
453,Barry Sonnenfeld,Michael J. Fox;Gabrielle Anwar;Anthony Higgins;Fyvush Finkel;Sandra Reaves-Phillips
454,Sydney Pollack,Tom Cruise;Jeanne Tripplehorn;Gene Hackman;Hal Holbrook;Terry Kinney
455,Simon Wincer,Jason James Richter;Keiko;Lori Petty;August Schellenberg;Michael Madsen
456,Boaz Yakin,Sean Nelson;Giancarlo Esposito;Samuel L. Jackson;N'Bushe Wright;Ron Brice
457,Andrew Davis,Harrison Ford;Tommy Lee Jones;Joe Pantoliano;Jeroen Krabbé;Daniel Roebuck
458,Walter Hill,Jason Patric;Gene Hackman;Robert Duvall;Wes Studi;Matt Damon
459,Roger Donaldson,Alec Baldwin;Kim Basinger;Michael Madsen;James Woods;David Morse
460,Howard Deutch,Macaulay Culkin;Ted Danson;Glenne Headly;Saul Rubinek;Gailard Sartain
461,Rose Troche,Guinevere Turner;V.S. Brodie;T. Wendy McMillan;Migdalia Melendez;Anastasia Sharp
464,John Woo,Jean-Claude Van Damme;Arnold Vosloo;Lance Henriksen;Yancy Butler;Sven-Ole Thorsen
466,Jim Abrahams,Charlie Sheen;Lloyd Bridges;Valeria Golino;Richard Crenna;Rowan Atkinson
467,Julianna Lavin,Dana Delany;Kim Cattrall;Cynthia Stevenson;Laila Robins;Lora Zane
468,Christopher Monger,Hugh Grant;Tara Fitzgerald;Colm Meaney;Ian McNeice;Ian Hart
469,Bille August,Meryl Streep;Glenn Close;Jeremy Irons;Winona Ryder;Antonio Banderas
470,Eric Meza,Christopher Reid;Christopher Martin;Angela Means;Khandi Alexander;Bernie Mac
471,Joel Coen,Tim Robbins;Jennifer Jason Leigh;Paul Newman;Charles Durning;John Mahoney
472,James L. Brooks,Nick Nolte;Whittni Wright;Albert Brooks;Julie Kavner;Joely Richardson
473,Daniel Petrie Jr.,Pauly Shore;Andy Dick;Lori Petty;David Alan Grier;Esai Morales
474,Wolfgang Petersen,Clint Eastwood;John Malkovich;Rene Russo;Dylan McDermott;Gary Cole
475,Jim Sheridan,Daniel Day-Lewis;Pete Postlethwaite;Emma Thompson;John Lynch;Corin Redgrave
476,Matty Rich,Larenz Tate;Joe Morton;Suzzanne Douglas;Glynn Turman;Vanessa Bell Calloway
477,Brian Gibson,Angela Bassett;Laurence Fishburne;Vanessa Bell Calloway;Jenifer Lewis;Khandi Alexander
478,Barry Levinson,Joe Pesci;Christian Slater;Victoria Abril;Jason Beghe;John Cothran
479,Stephen Hopkins,Emilio Estevez;Cuba Gooding Jr.;Denis Leary;Stephen Dorff;Jeremy Piven
480,Steven Spielberg,Sam Neill;Laura Dern;Jeff Goldblum;Richard Attenborough;Bob Peck
481,Dominic Sena,Brad Pitt;David Duchovny;Juliette Lewis;Michelle Forbes;Sierra Pecheur
482,Roger Avary,Eric Stoltz;Julie Delpy;Jean-Hugues Anglade;Tai Thai;Bruce Ramsay
484,Daniel Petrie,Tom Guiry;Helen Slater;Jon Tenney;Brittany Boyd;Frederic Forrest
485,John McTiernan,Arnold Schwarzenegger;Austin O'Brien;Bridgette Wilson-Sampras;F. Murray Abraham;Art Carney
486,James Lapine,Michael J. Fox;Christina Vidal;Nathan Lane;Victor Garber;David Krumholtz
487,Simon Wincer,Paul Hogan;Beverly D'Angelo;Cuba Gooding Jr.;Pat Hingle;Richard Riehle
488,David Cronenberg,Jeremy Irons;John Lone;Barbara Sukowa;Ian Richardson;Annabel Leventon
489,Richard Benjamin,Whoopi Goldberg;Ted Danson;Will Smith;Nia Long;Paul Rodríguez
490,Harold Becker,Alec Baldwin;Nicole Kidman;Bill Pullman;Bebe Neuwirth;George C. Scott
491,Mel Gibson,Mel Gibson;Nick Stahl;Margaret Whitton;Fay Masterson;Gaby Hoffmann
492,Woody Allen,Woody Allen;Diane Keaton;Jerry Adler;Alan Alda;Anjelica Huston
493,Albert Hughes,Tyrin Turner;Larenz Tate;Glenn Plummer;Jada Pinkett Smith;Samuel L. Jackson
494,Stuart Baird,Kurt Russell;Steven Seagal;Halle Berry;John Leguizamo;Oliver Platt
495,Nagisa Ōshima,Eiko Matsuda;Tatsuya Fuji;Aoi Nakajima;Yasuko Matsui;Meika Seri
496,Tom Noonan,Karen Sillas;Tom Noonan
497,Kenneth Branagh,Emma Thompson;Kenneth Branagh;Kate Beckinsale;Denzel Washington;Michael Keaton
499,Anthony Minghella,Matt Dillon;Annabella Sciorra;Mary-Louise Parker;William Hurt;Vincent D'Onofrio
500,Chris Columbus,Robin Williams;Sally Field;Lisa Jakub;Matthew Lawrence;Mara Wilson
501,Mike Leigh,David Thewlis;Lesley Sharp;Katrin Cartlidge;Greg Cruttwell;Claire Skinner
502,Christopher Cain,Pat Morita;Hilary Swank;Michael Ironside;Constance Towers;Chris Conrad
504,Martin Campbell,Ray Liotta;Lance Henriksen;Stuart Wilson;Kevin Dillon;Kevin J. O'Connor
505,Rob Reiner,Elijah Wood;Bruce Willis;Jason Alexander;Julia Louis-Dreyfus;Jon Lovitz
506,Sally Potter,Tilda Swinton;Billy Zane;Lothaire Bluteau;John Wood;Charlotte Valandrey
507,Clint Eastwood,Kevin Costner;Clint Eastwood;Laura Dern;T.J. Lowther;Bradley Whitford
508,Jonathan Demme,Tom Hanks;Denzel Washington;Jason Robards;Mary Steenburgen;Antonio Banderas
509,Jane Campion,Holly Hunter;Harvey Keitel;Sam Neill;Anna Paquin;Cliff Curtis
510,John Singleton,Janet Jackson;Tupac Shakur;Regina King;Joe Torry;Tyra Ferrell
511,David S. Ward,James Caan;Halle Berry;Omar Epps;Craig Sheffer;Kristy Swanson
512,Stuart Orme,Donald Sutherland;Eric Thal;Julie Warner;Keith David;Will Patton
513,Mel Smith,Brian Benben;Mary Stuart Masterson;Ned Beatty;Scott Michael Campbell;Brion James
514,Ted Demme,Denis Leary;Judy Davis;Kevin Spacey;Glynis Johns;Robert J. Steinmiller Jr.
515,James Ivory,Anthony Hopkins;Emma Thompson;James Fox;Christopher Reeve;Hugh Grant
516,Penny Marshall,Danny DeVito;Gregory Hines;James Remar;Ed Begley Jr.;Lillo Brancato
517,Philip Kaufman,Sean Connery;Wesley Snipes;Tia Carrere;Cary-Hiroyuki Tagawa;Harvey Keitel
518,Alan Parker,Anthony Hopkins;Bridget Fonda;Matthew Broderick;John Cusack;Dana Carvey
519,Fred Dekker,Robert John Burke;Nancy Allen;Rip Torn;John Castle;Jill Hennessy
520,Mel Brooks,Cary Elwes;Richard Lewis;Roger Rees;Amy Yasbeck;Dave Chappelle
521,Peter Medak,Gary Oldman;Lena Olin;Annabella Sciorra;Juliette Lewis;Roy Scheider
522,Geoffrey Wright,Russell Crowe;Daniel Pollock;Jacqueline McKenzie;Alex Scott;Leigh Russell
523,Victor Nuñez,Ashley Judd;Todd Field;Bentley Mitchum;Dorothy Lyman;Allison Dean
524,David Anspaugh,Sean Astin;Jon Favreau;Ned Beatty;Lili Taylor;Charles S. Dutton
526,Cyril Collard,Cyril Collard;Romane Bohringer;Carlos López;Clémentine Célarié;Corine Blue
527,Steven Spielberg,Liam Neeson;Ben Kingsley;Ralph Fiennes;Caroline Goodall;Jonathan Sagall
528,Michael Ritchie,Albert Brooks;Brendan Fraser;Dianne Wiest;Anne Twomey;Lane Smith
529,Steven Zaillian,Max Pomeranc;Joe Mantegna;Joan Allen;Ben Kingsley;Laurence Fishburne
531,Agnieszka Holland,Kate Maberly;Heydon Prowse;Andrew Knott;Maggie Smith;Irène Jacob
532,John Waters,Kathleen Turner;Sam Waterston;Ricki Lake;Matthew Lillard;Scott Morgan
533,Arkadiy Cherniyenko,Rim Ayupov;Slava Ross;Yuriy Sherstnyov;Marina Yakovleva;Elena Karadzhova
534,Richard Attenborough,Anthony Hopkins;Debra Winger;Edward Hardwicke;John Wood;Michael Denison
535,Robert Altman,Andie MacDowell;Bruce Davison;Jack Lemmon;Tim Robbins;Julianne Moore
536,Gillies MacKinnon,Steve Martin;Gabriel Byrne;Laura Linney;Catherine O'Hara;Alana Austin
537,John Duigan,Hugh Grant;Tara Fitzgerald;Sam Neill;Elle Macpherson;Portia de Rossi
538,Fred Schepisi,Stockard Channing;Will Smith;Donald Sutherland;Ian McKellen;Mary Beth Hurt
539,Nora Ephron,Meg Ryan;Tom Hanks;Ross Malinger;Bill Pullman;Rosie O'Donnell
540,Phillip Noyce,Sharon Stone;William Baldwin;Tom Berenger;Polly Walker;Colleen Camp
541,Ridley Scott,Harrison Ford;Rutger Hauer;Sean Young;Edward James Olmos;M. Emmet Walsh
542,Steve Rash,Pauly Shore;Carla Gugino;Lane Smith;Tiffani Thiessen;Cindy Pickett
543,Thomas Schlamme,Mike Myers;Nancy Travis;Anthony LaPaglia;Amanda Plummer;Brenda Fricker
544,Rowdy Herrington,Bruce Willis;Sarah Jessica Parker;Dennis Farina;Tom Sizemore;Brion James
546,Rocky Morton,Bob Hoskins;John Leguizamo;Dennis Hopper;Samantha Mathis;Fisher Stevens
547,Ernest R. Dickerson,Ice-T;Rutger Hauer;Charles S. Dutton;Gary Busey;John C. McGinley
548,Deran Sarafian,Charlie Sheen;Nastassja Kinski;James Gandolfini;Christopher McDonald;Gary Bullock
549,François Girard,Colm Feore;Derek Keurvorst;Derek Keurvorst;Katya Ladan;Joshua Greenblatt
550,Andrew Fleming,Lara Flynn Boyle;Stephen Baldwin;Josh Charles;Alexis Arquette;Martha Gehman
551,Henry Selick,Danny Elfman;Chris Sarandon;Catherine O'Hara;William Hickey;Glenn Shadix
552,Masakazu Higuchi,Cam Clarke;Susan Silo;Jeff Bennett
553,George P. Cosmatos,Kurt Russell;Val Kilmer;Sam Elliott;Bill Paxton;Powers Boothe
555,Tony Scott,Christian Slater;Patricia Arquette;Dennis Hopper;Val Kilmer;Gary Oldman
556,D. A. Pennebaker,James Carville;George Stephanopoulos;Heather Beckel;Paul Begala;Bob Boorstin
558,Pixote Hunt,Macaulay Culkin;Christopher Lloyd;Whoopi Goldberg;Patrick Stewart;Frank Welker
562,Todd Solondz,Heather Matarazzo;Matthew Faber;Daria Kalinina;Brendan Sexton III;Eric Mabius
563,Claude Berri,Miou-Miou;Renaud;Jean Carmet;Judith Henry;Jean-Roger Milo
564,Dennis Hopper,Tom Berenger;William McNamara;Erika Eleniak;Crispin Glover;Matthew Glave
567,Pedro Almodóvar,Verónica Forqué;Victoria Abril;Peter Coyote;Rossy de Palma;Àlex Casanovas
568,Gurinder Chadha,Kim Vithana;Jimmi Harkishin;Sarita Khajuria;Akbar Kurtha;Mo Sesay
569,Andrew Scheinman,Luke Edwards;Timothy Busfield;John Ashton;Ashley Crow;Kevin Dunn
573,Lina Wertmüller,Paolo Villaggio;Isa Danieli;Paolo Bonacelli;Gigio Morra;Sergio Solli
574,David O. Russell,Jeremy Davies;Alberta Watson;Benjamin Hendrickson;Carla Gallo;Matthew Puckett
575,Penelope Spheeris,Bug Hall;Brittany Ashton Holmes;Travis Tedford;Kevin Jamal Woods;Jordan Warkol
577,George T. Miller,Tina Majorino;Chelsea Field;Shane Meier;Aidan Pendleton;Shirley Broderick
579,Ricky Tognazzi,Claudio Amendola;Enrico Lo Verso;Carlo Cecchi;Ricky Memphis;Leo Gullotta
580,Michael Austin,Jim Broadbent;Phoebe Cates;Wendy Hughes;Kevin Kline;John Lithgow
581,Rob Epstein,Lily Tomlin;Tony Curtis;Susan Sarandon;Gore Vidal;Whoopi Goldberg
583,Nanni Moretti,Nanni Moretti;Renato Carpentieri;Antonio Neiwiller;Claudia Della Seta;Lorenzo Alessandri
585,Betty Thomas,Shelley Long;Gary Cole;Christine Taylor;Christopher Daniel Barnes;Jennifer Elise Cox
586,Chris Columbus,Macaulay Culkin;Joe Pesci;Daniel Stern;John Heard;Roberts Blossom
587,Jerry Zucker,Patrick Swayze;Demi Moore;Whoopi Goldberg;Tony Goldwyn;Vincent Schiavelli
588,John Musker,Scott Weinger;Robin Williams;Linda Larkin;Jonathan Freeman;Gilbert Gottfried
589,James Cameron,Arnold Schwarzenegger;Linda Hamilton;Edward Furlong;Robert Patrick;Earl Boen
590,Kevin Costner,"Kevin Costner;Mary McDonnell;Graham Greene;Rodney A. Grant;Floyd ""Red Crow"" Westerman"
592,Tim Burton,Michael Keaton;Jack Nicholson;Kim Basinger;Robert Wuhl;Pat Hingle
593,Jonathan Demme,Jodie Foster;Anthony Hopkins;Scott Glenn;Ted Levine;Anthony Heald
594,David Hand,Adriana Caselotti;Lucille La Verne;Harry Stockwell;Roy Atwell;Pinto Colvig
595,Gary Trousdale,Paige O'Hara;Robby Benson;Richard White;Jerry Orbach;David Ogden Stiers
596,Hamilton Luske,Dickie Jones;Cliff Edwards;Christian Rub;Evelyn Venable;Walter Catlett
597,Garry Marshall,Richard Gere;Julia Roberts;Jason Alexander;Ralph Bellamy;Alex Hyde-White
599,Sam Peckinpah,William Holden;Ernest Borgnine;Robert Ryan;Jaime Sánchez;Warren Oates
600,C.M. Talkington,Gil Bellows;Renée Zellweger;Rory Cochrane;Jeffrey Combs;Jace Alexander
602,Jean Bach,Quincy Jones;Dizzy Gillespie;Sonny Rollins;Buck Clayton
605,Michael Hoffman,Michelle Pfeiffer;George Clooney;Mae Whitman;Alex D. Linz;Charles Durning
606,Bill Condon,Tony Todd;Kelly Rowan;William O'Leary;Bill Nunn;David Gianopoulos
608,Joel Coen,Frances McDormand;William H. Macy;Steve Buscemi;Peter Stormare;Harve Presnell
609,David R. Ellis,Michael J. Fox;Sally Field;Ralph Waite;Robert Hays;Kim Greist
610,Gerald Potterton,Rodger Bumpass;John Candy;Jackie Burroughs;Joe Flaherty;Don Francks
611,Alan Smithee,Bruce Ramsay;Valentina Vargas;Doug Bradley;Charlotte Chatton;Adam Scott
